Specimen properties : Length,"100.00000",mm
Specimen properties : Thickness,"1.00000",mm
Specimen properties : Width,"10.00000",mm
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"31.90000","2.65855","18906.21875"
"31.95000","2.66277","18946.71094"
"32.00000","2.66689","18988.04102"
"32.05000","2.67101","19028.89258"
"32.10000","2.67523","19071.76562"
"32.15000","2.67935","19113.63672"
"32.20000","2.68348","19156.00195"
"32.25000","2.68769","19196.01562"
"32.30000","2.69191","19237.57031"
"32.35000","2.69603","19279.56055"
"32.40000","2.70016","19321.44336"
"32.45000","2.70437","19363.15234"
"32.50000","2.70849","19403.95508"
"32.55000","2.71262","19445.94336"
"32.60000","2.71683","19487.68750"
"32.65000","2.72096","19529.64453"
"32.70000","2.72508","19572.13086"
"32.75000","2.72930","19613.95508"
"32.80000","2.73351","19655.89062"
"32.85000","2.73764","19700.16406"
"32.90000","2.74185","19742.13281"
"32.95000","2.74607","19783.48438"
"33.00000","2.75019","19825.98633"
"33.05000","2.75441","19867.13477"
"33.10000","2.75853","19908.51562"
"33.15000","2.76275","19951.71094"
"33.20000","2.76687","19994.15234"
"33.25000","2.77109","20034.71680"
"33.30000","2.77521","20077.09961"
"33.35000","2.77934","20120.16016"
"33.40000","2.78355","20162.72461"
"33.45000","2.78777","20204.14648"
"33.50000","2.79189","20245.31445"
"33.55000","2.79602","20286.99609"
"33.60000","2.80023","20328.31836"
"33.65000","2.80436","20369.38672"
"33.70000","2.80848","20411.59180"
"33.75000","2.81270","20452.87695"
"33.80000","2.81682","20494.54883"
"33.85000","2.82104","20537.90039"
"33.90000","2.82516","20582.22266"
"33.95000","2.82938","20622.77734"
"34.00000","2.83350","20664.98047"
"34.05000","2.83772","20705.88086"
"34.10000","2.84184","20747.74023"
"34.15000","2.84606","20789.65234"
"34.20000","2.85018","20832.18164"
"34.25000","2.85430","20872.85938"
"34.30000","2.85861","20913.73633"
"34.35000","2.86274","20956.65039"
"34.40000","2.86686","20999.10938"
"34.45000","2.87108","21040.26367"
"34.50000","2.87520","21082.00586"
"34.55000","2.87932","21125.26172"
"34.60000","2.88345","21165.85742"
"34.65000","2.88766","21206.42578"
"34.70000","2.89178","21249.29688"
"34.75000","2.89600","21292.61523"
"34.80000","2.90022","21333.60938"
"34.85000","2.90434","21376.41406"
"34.90000","2.90846","21419.67383"
"34.95000","2.91278","21461.15820"
"35.00000","2.91690","21503.50000"
"35.05000","2.92102","21546.40039"
"35.10000","2.92524","21587.43945"
"35.15000","2.92946","21628.05859"
"35.20000","2.93358","21670.78125"
"35.25000","2.93770","21714.42578"
"35.30000","2.94192","21755.60156"
"35.35000","2.94613","21798.19727"
"35.40000","2.95026","21841.08594"
"35.45000","2.95438","21882.84180"
"35.50000","2.95860","21924.31055"
